wavelength_nm,reflectance_fdtd
700.0,0.14046421647071838
694.7368421052631,0.14530406892299652
689.5522388059702,0.15022030472755432
684.4444444444445,0.1551869958639145
679.4117647058824,0.1600605696439743
674.4525547445255,0.16483120620250702
669.5652173913044,0.16959825158119202
664.7482014388488,0.17420463263988495
659.9999999999999,0.17840485274791718
655.3191489361702,0.18221871554851532
650.7042253521126,0.18529170751571655
646.1538461538462,0.18683698773384094
641.6666666666667,0.18923228979110718
637.2413793103449,0.19229841232299805
632.8767123287672,0.19560672342777252
628.5714285714286,0.19878347218036652
624.3243243243243,0.20196419954299927
620.1342281879195,0.2052871286869049
616.0,0.2084643840789795
611.9205298013245,0.21140721440315247
607.8947368421053,0.2143755555152893
603.9215686274509,0.21731922030448914
600.0000000000001,0.21999132633209229
596.1290322580646,0.22251616418361664
592.3076923076923,0.22505897283554077
588.5350318471337,0.2274232804775238
584.8101265822785,0.22952404618263245
581.132075471698,0.23156827688217163
577.5,0.2335098385810852
573.9130434782609,0.23512260615825653
570.3703703703704,0.2364986091852188
566.8711656441718,0.2377149909734726
563.4146341463415,0.2384505271911621
560.0,0.23853762447834015
556.6265060240963,0.2379879653453827
553.2934131736527,0.23626087605953217
549.9999999999999,0.23248827457427979
546.7455621301775,0.22596757113933563
543.5294117647059,0.21563732624053955
540.3508771929825,0.20147591829299927
537.2093023255813,0.1883835345506668
534.1040462427745,0.18348653614521027
531.0344827586207,0.18634791672229767
527.9999999999999,0.19073240458965302
525.0,0.19324180483818054
522.0338983050847,0.1935407668352127
519.1011235955057,0.19162002205848694
516.2011173184356,0.18838661909103394
513.3333333333334,0.18488577008247375
510.49723756906076,0.18108810484409332
507.6923076923078,0.17703047394752502
504.9180327868852,0.17366240918636322
502.17391304347836,0.16963733732700348
499.45945945945954,0.18148764967918396
496.77419354838713,0.21169038116931915
494.11764705882354,0.22489315271377563
491.4893617021277,0.23346161842346191
488.8888888888889,0.24926334619522095
486.3157894736843,0.2585301697254181
483.7696335078534,0.2663746774196625
481.25,0.2778538763523102
478.7564766839378,0.28465014696121216
476.2886597938145,0.2898396849632263
473.84615384615387,0.29717621207237244
471.42857142857144,0.30131328105926514
469.03553299492387,0.303817480802536
466.6666666666667,0.308076947927475
464.321608040201,0.3108065128326416
462.0,0.31233468651771545
459.7014925373134,0.31538236141204834
457.4257425742574,0.31771525740623474
455.17241379310343,0.3188011646270752
452.94117647058823,0.3209269046783447
450.73170731707313,0.3229057788848877
448.54368932038835,0.32370129227638245
446.3768115942029,0.3250138759613037
444.2307692307692,0.32643118500709534
442.1052631578948,0.3266673982143402
439.99999999999994,0.32672345638275146
437.914691943128,0.32671836018562317
435.84905660377353,0.3254072070121765
433.8028169014085,0.32310786843299866
431.7757009345794,0.32029151916503906
429.76744186046517,0.31615275144577026
427.77777777777777,0.3104669749736786
425.80645161290323,0.3036014437675476
423.85321100917434,0.2951754927635193
421.91780821917814,0.28480368852615356
420.00000000000006,0.2731170654296875
418.0995475113122,0.2614716589450836
416.21621621621625,0.2514188587665558
414.34977578475343,0.2454528957605362
412.50000000000006,0.24686531722545624
410.6666666666667,0.2560748755931854
408.8495575221239,0.27051180601119995
407.0484581497797,0.2875830829143524
405.2631578947368,0.3039988875389099
403.4934497816594,0.3171209990978241
401.7391304347826,0.3267613351345062
400.0,0.3333216607570648
