w,h,p,R_wl_0,R_wl_1,R_wl_2,R_wl_3,R_wl_4,R_wl_5,R_wl_6,R_wl_7,R_wl_8,R_wl_9,R_wl_10,R_wl_11,R_wl_12,R_wl_13,R_wl_14,R_wl_15,R_wl_16,R_wl_17,R_wl_18,R_wl_19,R_wl_20,R_wl_21,R_wl_22,R_wl_23,R_wl_24,R_wl_25,R_wl_26,R_wl_27,R_wl_28,R_wl_29,R_wl_30,R_wl_31,R_wl_32,R_wl_33,R_wl_34,R_wl_35,R_wl_36,R_wl_37,R_wl_38,R_wl_39,R_wl_40,R_wl_41,R_wl_42,R_wl_43,R_wl_44,R_wl_45,R_wl_46,R_wl_47,R_wl_48,R_wl_49,R_wl_50,R_wl_51,R_wl_52,R_wl_53,R_wl_54,R_wl_55,R_wl_56,R_wl_57,R_wl_58,R_wl_59,R_wl_60,R_wl_61,R_wl_62,R_wl_63,R_wl_64,R_wl_65,R_wl_66,R_wl_67,R_wl_68,R_wl_69,R_wl_70,R_wl_71,R_wl_72,R_wl_73,R_wl_74,R_wl_75,R_wl_76,R_wl_77,R_wl_78,R_wl_79,R_wl_80,R_wl_81,R_wl_82,R_wl_83,R_wl_84,R_wl_85,R_wl_86,R_wl_87,R_wl_88,R_wl_89,R_wl_90,R_wl_91,R_wl_92,R_wl_93,R_wl_94,R_wl_95,R_wl_96,R_wl_97,R_wl_98,R_wl_99
0.1974911943571166,0.2765592178138003,0.5837056939956036,0.3487419539455952,0.3387747826046472,0.3262123417912685,0.3131512647861025,0.3024922177823844,0.2961692732152782,0.2937605916536692,0.2929118340776784,0.2908439918358336,0.2854208690381614,0.2753746454659031,0.2602718831617586,0.2405766130339828,0.2178407476675547,0.1945255115799287,0.1732039792190486,0.1557483249142239,0.1430366212933673,0.1350973500322507,0.1313673021685499,0.130899913785742,0.132460724525315,0.1345242269742907,0.1351960210364698,0.1320513953819627,0.1221466749550021,0.1031243383895242,0.0771358238587727,0.0552595038238313,0.0511134326959117,0.065917825995385,0.0900511318029554,0.1150770606515171,0.1373855962762588,0.1562329339963278,0.1719400289514173,0.1850749041502442,0.1961756147544732,0.2056838117368541,0.2139461333027465,0.2212404035875055,0.2277904872137546,0.2337709828620472,0.2393183040502565,0.2445393394404704,0.2495179584996061,0.254319937924016,0.2589922482728905,0.263557995608851,0.2680305175349366,0.272416760549505,0.2767177451765916,0.2809289058276879,0.2850403343869234,0.2890369289865707,0.2929021245705427,0.2966284149724756,0.3002060787825658,0.3036176645623084,0.3068302422723692,0.3097310273275261,0.3109843072232076,0.3130035117510429,0.3149009582248179,0.3165941168478438,0.3180786116400616,0.3193592077887116,0.3204413539911823,0.3213292440465808,0.3220255739708945,0.3225317106279255,0.3228479442263402,0.3229737325650533,0.322908026366869,0.3226530733449657,0.3222156154142918,0.3216030029245423,0.3208229389925007,0.3198834439556946,0.3187927984549622,0.3175594729367323,0.3161920504280407,0.3146991484550439,0.3130893449709949,0.3113709970113673,0.3095509625012548,0.3076349196810555,0.3056281230675851,0.3035354168798958,0.3013612473937809,0.2991096860271957,0.2967844622409831,0.2943890052994105,0.2919264940338343,0.289399914014361,0.2868121219995245,0.2841659384742889,0.2814644413428163,0.2787110384614354,0.2759094781853449
0.1218744141130401,0.3030984696588507,0.2352065905808031,0.083761301522923,0.1045412540600848,0.1240576465806125,0.1368007881617922,0.1531976828800325,0.1788071301161701,0.2048962653772402,0.223672564150824,0.2335288129769293,0.2356397472322679,0.2314803801483292,0.2222101121993328,0.2087232159999582,0.1918039709081052,0.1722527304797162,0.1509479172790111,0.1288604007525032,0.107022917750233,0.0864779946517042,0.0682209329605992,0.0531439028956437,0.0419439807742925,0.0350886066781264,0.032825792733221,0.0351454099843443,0.041754648403803,0.0520807158775667,0.0653754512247422,0.0807825688561104,0.0973916773210783,0.1143550744884285,0.1310038497335903,0.1469454259011628,0.1620936015623059,0.1765472276159538,0.1899216563052478,0.2012696563926669,0.2101978657836115,0.216722798126831,0.2209669288097098,0.2231299360902837,0.2234903275033193,0.2223881104663598,0.2202186577402858,0.2174192944565823,0.2144486969709466,0.2117611496354049,0.2097778308171652,0.2088662032139214,0.2093246572730087,0.2113542897427029,0.2150365028707516,0.2203228248444379,0.2270388719484524,0.2349014362902683,0.2435482298903906,0.2525904386392999,0.2616580454402457,0.2704269974027392,0.2786342961730957,0.2860828865018248,0.2926394542134244,0.2982280570108261,0.3028218212157324,0.3064168362761196,0.3089899575313072,0.3105178087258158,0.3109765561326097,0.3103354636928198,0.3085491488548711,0.3055484062683761,0.3012300579013347,0.2954472153648205,0.2880031557519844,0.2786731873713772,0.2672277339605944,0.2534375270070061,0.2371097714422119,0.2181355012077392,0.1965425613619637,0.1725493748795439,0.1466142000246111,0.1194730881607969,0.0921565725310675,0.0659704368718284,0.042420269656529,0.0230923882746252,0.0094795716906495,0.0027663287405379,0.0036263403915335,0.0120894648969658,0.0275227662647226,0.0487349619486159,0.0741726233216212,0.1021503933412684,0.1310573365806835,0.1595015296444239,0.1863777282948039,0.2108839948104309,0.2324999722715759
0.1926766480937196,0.4542111465214241,0.5589097791323154,0.3258014305908273,0.3243182403584608,0.3202733445573307,0.3123524211997501,0.3019247852709102,0.2930636035270446,0.2892879219353093,0.2899894977784684,0.2909111234686384,0.2876984824129356,0.2782031429641007,0.2628098466715916,0.2439958832720107,0.2259261534018486,0.2136484749740842,0.2107612033197936,0.2164257237352547,0.225133861715178,0.2303271169396256,0.2283618871500121,0.2198266713211923,0.2080486762877316,0.1965650106959654,0.1877100147064911,0.1825529785445333,0.1809433832675864,0.1811559164871345,0.1802770086557469,0.1761042370374222,0.1693900442231929,0.1620549978651656,0.1541267602070703,0.1466426825642787,0.1421418566339114,0.142442313408283,0.1479707364979541,0.158097098517073,0.1716611259104346,0.1873759338813656,0.2040628967935882,0.2207709020875752,0.2367965623281325,0.2516428120017853,0.264974084498338,0.2765695933768651,0.2862800729911407,0.2939880914515731,0.2995557833038637,0.302754182980864,0.3032163650419676,0.3002639009895601,0.2923425080433806,0.2737469776603033,0.255006735103932,0.2563304123299305,0.2542708234968359,0.250749220498767,0.2462717550015913,0.2411246073862617,0.235493868261413,0.2295076795918256,0.2232572628000595,0.216808879337273,0.2102118859574394,0.2034980855571857,0.1966777060977263,0.1897579477265702,0.182747900112082,0.1756601956869409,0.1685120386367698,0.1613256634813016,0.1541282854647829,0.1469516159851759,0.1398311617401584,0.132809159493131,0.1259332440840406,0.1192498338890247,0.1128027185704351,0.1066322978810619,0.1007752107604474,0.0952643607030228,0.0901292982705704,0.0853968819070055,0.0810921067194515,0.0772388903722471,0.0738601001251425,0.0709786556306209,0.0686183014622188,0.066803334184825,0.0655578837854614,0.0649047873305849,0.0648641444363665,0.0654517090654869,0.0666773365284014,0.0685437685561949,0.0710461187326377,0.0741725313327767,0.077906574029034,0.0822348797996996,0.0871683549458203
0.2119002487358871,0.3858897154646674,0.3088054960313619,0.2909721427717653,0.2873208616201025,0.2754556855009982,0.2605866525284569,0.2484085678058166,0.2437985445257429,0.2426809609614774,0.2323989403537701,0.2069109581497904,0.173680515223929,0.1505508409516021,0.1542231823210133,0.1843529824048929,0.2254462110509217,0.2628262179291813,0.2900369120803092,0.3065747932284328,0.3143557983001093,0.3158020788969662,0.3131120512243842,0.3079770007444019,0.3013016837980953,0.2928545317235093,0.2815226659305302,0.2670904354965976,0.2508917824382039,0.2342599336700031,0.2168045957213652,0.1963737767306988,0.1715880240846384,0.1449789908788857,0.1225982744601522,0.1080335541416938,0.0990386116268723,0.0931550070019192,0.0931437857377879,0.105093503152625,0.1315979942622395,0.1675011194855602,0.2034322883868621,0.2320190133062336,0.2499973246498524,0.2570192211907339,0.2544328161292805,0.2436653517720362,0.2253572199601524,0.2007097788114521,0.1730536069936215,0.1487032818154542,0.1353501571737086,0.1372497557750962,0.1519672888725501,0.1729743710025181,0.194389467933811,0.2130067628685223,0.2278124599110753,0.2389573562410621,0.247008865031139,0.2525806767390388,0.2562022378595747,0.2582924968265608,0.2591709611308558,0.2590784282371768,0.2581977681231197,0.2566635564271519,0.2545659086890386,0.251987230620417,0.2490230526005781,0.2456823431143164,0.2410500247703049,0.2343809880368899,0.2263261808687823,0.2171752829000112,0.2069685472269725,0.1956818099317995,0.1832877798700184,0.1697749812051846,0.1551691927148863,0.1395538679964,0.1230895850532876,0.1060307786508456,0.0887361743125021,0.0716680727423656,0.0553755499399592,0.0404583063447294,0.0275111428058149,0.0170630958927628,0.0095175137103984,0.0051047046207272,0.0038605489726637,0.0056353967120071,0.0101290961689618,0.0169416990621183,0.0256274306427963,0.0357417081596102,0.0468754198197151,0.0586750514866335,0.0708496279194428,0.0831700374268088,0.0954634418906763
0.1743631574800962,0.2792029372504974,0.3914327035882785,0.2109696204635996,0.1863989356523566,0.1599191604661572,0.1325070522565888,0.1052573178898808,0.0790795210313295,0.0546413028131204,0.0328662921889753,0.0153970364443122,0.004229787730058,0.0007892379624489,0.0056068610554824,0.0188887927489066,0.0406959830228281,0.0700157917830204,0.1039001215178117,0.1378851482904913,0.1674267281336371,0.1891438744481521,0.2012518489260078,0.2034216713716654,0.1961366717621993,0.1799902787760346,0.1554840046624847,0.1239740457765075,0.0915152369606902,0.0753634045401807,0.0932851765576788,0.1235424309362661,0.1312681961304274,0.1156820100796347,0.089217578597677,0.0608790502211784,0.0356743547614135,0.0163628006398723,0.0043724396821237,9.145182990435162e-05,0.0030512098208486,0.0121626585959998,0.0260031315725899,0.0430888809149237,0.0620850021239552,0.0819238325365031,0.101840817631015,0.1213722248857117,0.1403620421856911,0.1588539042939701,0.1764294665808047,0.1925036309824112,0.2069821830671136,0.2199701236864404,0.2316113533728553,0.2420516762169945,0.2514269171692324,0.2598572927291838,0.2674501759131393,0.2743146152324884,0.2805447301394856,0.2862169410595552,0.2913931817124905,0.2961241394255617,0.3004522216347911,0.3044140956120587,0.3080427328260033,0.3113628623084332,0.3143824110498625,0.3171049197448755,0.3195320906669642,0.3216640922499421,0.3234998066163597,0.3250370335711241,0.3262726616177491,0.3272028142117995,0.3278231296652072,0.3281337792517319,0.3281412229590586,0.3278530707091446,0.327277707985407,0.3264242297582028,0.325302359665496,0.323922361854923,0.3222949518192324,0.3204312114359247,0.3183425122618313,0.3160402957441494,0.3135343573910777,0.3108332152980875,0.3079451203623555,0.3048780954608598,0.3016399718968338,0.2982384384890559,0.2946811021401082,0.2909755590032814,0.2871294758738384,0.2831506822085382,0.2790472743135592,0.2748277629226768,0.2705015185512116,0.2660789411351301,0.2615715304182852
0.2369873849591509,0.436672203090056,0.5019254119887382,0.3449688526107644,0.3457768829047244,0.3452999685486204,0.3439257945758709,0.3420540937254931,0.340168157126862,0.3386652330895585,0.3377261830511424,0.3372981269140828,0.3371335588673281,0.3369130783373338,0.3363704630601571,0.3353533857315692,0.3338835302391651,0.3322087327992983,0.3308022765214412,0.3302703784079793,0.331147124625436,0.333649558961733,0.3375430168107939,0.3422126207752849,0.3468289611845708,0.3505244135666238,0.3525730178906923,0.3524686870503823,0.3499457289038746,0.3449704746336965,0.3377778749676867,0.3287610190194018,0.3183225786553602,0.306769151256141,0.2940887835830321,0.2793417901456607,0.2579762178110844,0.2245140837651253,0.2281200155218642,0.227727807406093,0.2259898139714264,0.2230139626254602,0.2185012419424542,0.2121228092788122,0.2036200945392585,0.1928768288871696,0.179838872557269,0.1642721362911316,0.1457895170148167,0.1239817248532999,0.0986770332912579,0.0704010250975209,0.0412316229257801,0.0161584848441145,0.0043244004704232,0.0171590591724344,0.0594195426985722,0.1190701697844523,0.1730892170832099,0.2056753348962531,0.2153672650268107,0.2081247561914145,0.1884646301964734,0.156469049924742,0.1106211945895946,0.0580547806246346,0.034683659935056,0.0793398599708249,0.1530736543173356,0.2056694158059183,0.2329298893463387,0.2445394529133334,0.247669373463529,0.2462159256745129,0.2421988391684482,0.236684147191303,0.2302546515917963,0.2232530475948836,0.2158955852223339,0.2083179876966512,0.2006121339229061,0.1928521563666366,0.1851220985594241,0.1775696478163802,0.1704253573811621,0.1627250807806264,0.1539999270900198,0.144828135621802,0.1354386736325288,0.1259390408089604,0.11640042525203,0.106883106114102,0.0974471825633239,0.0881582742862411,0.0790908260674224,0.0703298145790957,0.0619710750827168,0.0541202772493209,0.0468905499744895,0.0403988040087174,0.0347608074168404,0.0300853495293673,0.0264680893014752
0.2427151595487178,0.2872652064982599,0.4539759088575834,0.3079025564739111,0.3178566137812485,0.3289703860461668,0.3384319800313458,0.3450765498807741,0.3489307548342287,0.3504228277256613,0.349993622784049,0.3480209459742943,0.3447833704334823,0.3404596672935353,0.3351503574358104,0.3288513431500621,0.3214141989953853,0.3124725495544593,0.3012558420034694,0.2860166453048059,0.2613797688818174,0.1783470246339441,0.1540391673939724,0.1326223013249563,0.1115771898325734,0.0910020077364959,0.0714965123732103,0.0539332037908872,0.0393611448969387,0.0289183777170009,0.0237054491678148,0.0246609430762368,0.0324305215446595,0.0472098957520763,0.0685428828304089,0.0950177674204219,0.1245871195742567,0.1551595535571984,0.1848352609147005,0.2120802628462827,0.2358335996909058,0.255506182982217,0.2708995911854894,0.2821184535725506,0.2894650024893307,0.293319013444433,0.2940606112906354,0.2920205034252118,0.2874559132493802,0.2805482092877658,0.2713967957852077,0.2600057957195976,0.2463579852725649,0.2304581849170691,0.2123745834190197,0.1922917427083327,0.1705769951798579,0.1478581425391217,0.1251059544458752,0.1036729700840311,0.0852619502420703,0.0719139559780276,0.0659813783281602,0.0699697046347287,0.0857071930044838,0.111313773182318,0.1354415227542739,0.1399728686211225,0.1223439370926595,0.0993970971946226,0.0845152681110866,0.0806193498508752,0.085979189080019,0.0978402796054924,0.1136510139130465,0.1314028301101112,0.1496571942743219,0.1674579815814761,0.1842248543180295,0.1996525463943889,0.2136191031089689,0.2261171159191569,0.2372058886959641,0.2469798558397445,0.2555486545979579,0.2630251223673552,0.2695184737834066,0.2751307554545713,0.2799551158185898,0.2840748328948368,0.2875636129048105,0.2904864235126299,0.2929004166577009,0.2948558426963698,0.2963969061287381,0.2975625405451853,0.2983870961086552,0.2989009414835368,0.299130986478593,0.2991011154514282,0.2988324539104546,0.2983439188555819,0.2976526377832654
0.1886983931086989,0.2281765567948553,0.3931119709203718,0.092578996137227,0.0608685913991209,0.0466125018773577,0.0514256140273312,0.072674086858722,0.104267290841909,0.1396436155788857,0.1741344146930012,0.2055135838376156,0.2332822477938602,0.2576605678952868,0.278886466986712,0.2969784357518397,0.3117955862330707,0.3231952735763324,0.3311464848409216,0.3357618703141308,0.3372824171686282,0.3360375682269598,0.3323711677284928,0.3265484109455439,0.318641872547736,0.3084780771152786,0.2956829091511537,0.2797323440361699,0.2600853655924832,0.2364092069451153,0.2089797912114998,0.1789548697206192,0.1485691271453503,0.1212096876415175,0.1010538041849274,0.0921706088514291,0.0973010535399553,0.1160740454005684,0.1415944331267387,0.1600070174425489,0.1662125485524763,0.171015322303382,0.1810696489624058,0.195069133821908,0.210337328858391,0.2251678328397365,0.2387634803077106,0.2508795078968414,0.2616304155374622,0.2715044737902423,0.2809688219002745,0.2894361434294533,0.2964509486880012,0.3020756201793235,0.306484682315327,0.3098430351818397,0.3122879128671006,0.3139304434684442,0.3148659771139015,0.3151941383859837,0.3150043024297735,0.3143728294564281,0.3133653543471587,0.3120386598769626,0.3104421865887005,0.3086192458409184,0.3066079816777686,0.3044368488381089,0.3021180493735934,0.2996596904243468,0.2970681503289002,0.2943483799548931,0.2915041623050514,0.2885383411542263,0.2854530267782605,0.2822497848174838,0.2789299369896832,0.2754985832056726,0.2719653770418349,0.2683400512120461,0.264632190507877,0.2608512704975169,0.25700668239661,0.2531077451891003,0.2491637063085501,0.24518373239267,0.241176891785682,0.2371519900131159,0.2331161017412954,0.2290751529935313,0.2250349087709867,0.2210009903354971,0.2169788782308651,0.2129739180569957,0.2089913303823696,0.2050362263509897,0.201113630837307,0.1972285154837617,0.1933858447105768,0.1895906836787917,0.1858487046881671,0.18216609715315,0.1785494270386704
0.2158699621921381,0.4524343253186853,0.422017464221511,0.3582688288175534,0.3577341894381836,0.3536936964778966,0.3466275218232466,0.3365299765082609,0.322640912228376,0.3022465767261018,0.260448934591677,0.1771475982375097,0.1425534734510656,0.1093244638926769,0.0801871925478653,0.0602594622174831,0.0555926561250223,0.0698155619650592,0.100736283860062,0.1413451162588198,0.1842307078565037,0.2243012641553342,0.2587407503742711,0.2862364147144615,0.3063997732019126,0.3194087005117353,0.3258740239376193,0.3267529017071556,0.3232099841877052,0.31625668865125,0.3066248369259617,0.2949238783560329,0.2820680368749692,0.2695918191822292,0.2592400488967158,0.2517408284261793,0.2458573070441534,0.2389622365721231,0.228504114780078,0.212906279094111,0.1917100138020914,0.1653047275937786,0.1341926757880777,0.0986461080189229,0.0605442988285569,0.027421880313104,0.0151807814957281,0.0398510308409195,0.0962917518635317,0.156096090549023,0.1953113015842167,0.2073292709099853,0.192981422791974,0.1537102433170249,0.0992653936562175,0.0534246771069039,0.0417073383862005,0.0677018360244444,0.1125538540053161,0.1589707413244047,0.1984764595188358,0.2278429363112143,0.2479078927518,0.2607139085425236,0.2681901502827033,0.2718338284371956,0.2727298827767556,0.2716280883400461,0.269014951170922,0.2652277188647323,0.2605068069138385,0.2550262702229021,0.2489146150627928,0.2422691152483066,0.2351657089608077,0.2276658281953314,0.2198212985129956,0.2116848857894848,0.2033119903427299,0.1947519056948242,0.1860479322032938,0.1772377591383397,0.1683537309334417,0.1594231654887117,0.1504688566640079,0.1415098577467823,0.1325626072893119,0.1236422543691359,0.1147628519443165,0.1059404308020603,0.0971965776976379,0.0885608865157305,0.0800733434054809,0.0717864514107897,0.063766825606417,0.0560959455482006,0.0488697348021111,0.0421966674715366,0.0361941983872517,0.0309834823699078,0.0266824887755622,0.0233980347881798,0.0212177044566525
0.1634524709440552,0.2969060339362863,0.3866042647516877,0.2383764451621618,0.2142229718379113,0.186936068187306,0.157611660191842,0.1278279914897024,0.0988714267463043,0.071372046059446,0.0462299506689289,0.0253178881706578,0.0106327765797556,0.0037805983459449,0.007159955327794,0.023601085483278,0.0526280947107158,0.0878341009402103,0.1195797610636343,0.1400819378077266,0.1460042691765651,0.1379836672779441,0.1196964693766733,0.1000880096605174,0.0967204202267573,0.1198980825579744,0.1492547170351284,0.1633376653004777,0.1610938468872716,0.1485076169074752,0.1305501606133917,0.1103558125136701,0.0898275867124437,0.0702294435485412,0.0524919527899359,0.0373478453726583,0.025358304374856,0.0169255381029994,0.0123102943578096,0.0115969000182636,0.0146700555565825,0.0212180923300759,0.0307662251259874,0.0427393842773752,0.0565349985345782,0.0715958306685658,0.0874898527327733,0.1039709355961665,0.1207129169460057,0.1370011621192011,0.1523807438016376,0.1666876918055135,0.179867485692056,0.1919239624117642,0.202901367310829,0.2128722883566866,0.2219271240248621,0.2301646335689164,0.2376889908321495,0.2446165145827976,0.251052581719807,0.2570845764743683,0.2627822554442352,0.2681995021512301,0.2733769208917344,0.2783448027291926,0.2831260884733719,0.287733852489032,0.2921649333954834,0.2964108629969262,0.3004603672273024,0.3042999323073361,0.3079142828094465,0.3112867827830063,0.314399771491278,0.3172348449578583,0.3197732330191916,0.322000605671726,0.3239093097157937,0.3254940475633943,0.3267516411388357,0.3276810170705185,0.3282831321293429,0.3285608536298412,0.3285188077437407,0.3281632070370981,0.3275016670788118,0.3265428821564771,0.3252949028793257,0.3237651797850899,0.3219612896530629,0.3198908453288521,0.3175614176145629,0.3149804848905153,0.3121554110972328,0.3090934523922934,0.3058017927114666,0.3022876087446827,0.2985581656929834,0.2946209542211118,0.2904839839599183,0.2861561456354133,0.2816475259673702
